STATENAME,ST_CASE,COUNTYNAME,MONTHNAME,DAY_WEEKNAME,LGT_CONDNAME,HOUR,HOURNAME,ROUTENAME,WEATHERNAME,FATALS
alabama,10272,tuscaloosa,March,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,County Road,Clear,1
alabama,10274,mobile,February,Friday,Dark - Lighted,0,0:00am-0:59am,Interstate,Rain,1
alabama,10275,cullman,April,Thursday,Daylight,17,5:00pm-5:59pm,Interstate,Clear,2
alabama,10276,jefferson,April,Sunday,Dark - Lighted,23,11:00pm-11:59pm,Local Street - Municipality,Clear,1
alabama,10277,walker,May,Sunday,Dark - Not Lighted,2,2:00am-2:59am,County Road,Clear,1
alabama,10278,marshall,May,Monday,Daylight,13,1:00pm-1:59pm,County Road,Clear,1
alabama,10279,escambia,May,Monday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Cloudy,1
alabama,10280,tuscaloosa,May,Thursday,Daylight,10,10:00am-10:59am,Interstate,Clear,1
alabama,10281,mobile,May,Thursday,Daylight,19,7:00pm-7:59pm,Interstate,Clear,1
alabama,10282,montgomery,May,Friday,Daylight,13,1:00pm-1:59pm,Interstate,Cloudy,1
alabama,10283,coffee,May,Friday,Daylight,15,3:00pm-3:59pm,State Highway,Clear,1
alabama,10284,tuscaloosa,May,Friday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
alabama,10285,russell,June,Friday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Clear,1
alabama,10286,morgan,May,Saturday,Daylight,13,1:00pm-1:59pm,State Highway,Cloudy,1
alabama,10287,tuscaloosa,May,Sunday,Daylight,9,9:00am-9:59am,U.S. Highway,Cloudy,1
alabama,10288,sumter,May,Sunday,Dark - Not Lighted,3,3:00am-3:59am,Interstate,Clear,1
alabama,10289,madison,May,Sunday,Daylight,15,3:00pm-3:59pm,County Road,Rain,1
alabama,10290,dekalb,May,Monday,Dark - Not Lighted,4,4:00am-4:59am,County Road,Rain,1
alabama,10291,dekalb,May,Tuesday,Daylight,18,6:00pm-6:59pm,County Road,Clear,1
alabama,10292,marion,May,Wednesday,Daylight,12,12:00pm-12:59pm,U.S. Highway,Clear,1
alabama,10293,fayette,May,Wednesday,Daylight,17,5:00pm-5:59pm,State Highway,Clear,1
alabama,10294,jefferson,May,Thursday,Dark - Not Lighted,23,11:00pm-11:59pm,County Road,Clear,1
alabama,10295,marengo,May,Friday,Dark - Not Lighted,2,2:00am-2:59am,County Road,Clear,1
alabama,10296,mobile,May,Friday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
alabama,10297,morgan,May,Friday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Clear,1
alabama,10298,jefferson,May,Thursday,Daylight,16,4:00pm-4:59pm,Interstate,Clear,1
alabama,10299,coffee,May,Thursday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Cloudy,2
alabama,10300,autauga,May,Friday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,2
alabama,10301,escambia,May,Friday,Daylight,19,7:00pm-7:59pm,County Road,Clear,1
alabama,10302,lee,May,Friday,Daylight,21,9:00pm-9:59pm,County Road,Clear,1
alabama,10303,pike,May,Saturday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Clear,1
alabama,10304,jefferson,May,Wednesday,Dark - Lighted,5,5:00am-5:59am,Interstate,Rain,1
alabama,10305,madison,May,Saturday,Dark - Lighted,20,8:00pm-8:59pm,County Road,Clear,1
alabama,10306,blount,May,Saturday,Dark - Not Lighted,21,9:00pm-9:59pm,County Road,Clear,1
alabama,10307,etowah,May,Sunday,Daylight,12,12:00pm-12:59pm,Local Street - Municipality,Clear,1
alabama,10308,walker,May,Sunday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
alabama,10309,montgomery,May,Tuesday,Dark - Unknown Lighting,4,4:00am-4:59am,Local Street - Municipality,Cloudy,1
alabama,10310,covington,May,Tuesday,Daylight,8,8:00am-8:59am,County Road,Clear,1
alabama,10311,mobile,May,Tuesday,Daylight,14,2:00pm-2:59pm,Interstate,Rain,1
alabama,10312,pike,May,Tuesday,Daylight,13,1:00pm-1:59pm,U.S. Highway,Clear,2
alabama,10313,walker,May,Tuesday,Dark - Unknown Lighting,4,4:00am-4:59am,State Highway,Clear,1
alabama,10314,lamar,May,Tuesday,Dark - Not Lighted,23,11:00pm-11:59pm,County Road,Cloudy,1
alabama,10315,butler,May,Thursday,Dark - Not Lighted,0,0:00am-0:59am,Interstate,Clear,1
alabama,10316,covington,May,Thursday,Daylight,12,12:00pm-12:59pm,State Highway,Clear,1
alabama,10317,perry,May,Friday,Dark - Not Lighted,19,7:00pm-7:59pm,State Highway,Clear,1
alabama,10318,houston,May,Friday,Dark - Not Lighted,1,1:00am-1:59am,U.S. Highway,Clear,1
alabama,10319,chilton,May,Friday,Daylight,7,7:00am-7:59am,Interstate,Clear,1
alabama,10320,tuscaloosa,May,Friday,Dark - Not Lighted,3,3:00am-3:59am,State Highway,Clear,2
alabama,10321,marshall,May,Friday,Dark - Not Lighted,19,7:00pm-7:59pm,State Highway,Clear,1
alabama,10322,colbert,May,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,State Highway,Clear,1
alabama,10323,baldwin,May,Saturday,Dark - Lighted,22,10:00pm-10:59pm,State Highway,Clear,1
alabama,10324,lauderdale,May,Saturday,Dark - Not Lighted,0,0:00am-0:59am,County Road,Clear,1
alabama,10325,etowah,May,Sunday,Dawn,7,7:00am-7:59am,U.S. Highway,Clear,1
alabama,10326,cullman,May,Sunday,Daylight,12,12:00pm-12:59pm,State Highway,Cloudy,1
alabama,10327,elmore,May,Sunday,Daylight,12,12:00pm-12:59pm,U.S. Highway,Clear,1
alabama,10328,talladega,May,Sunday,Dark - Not Lighted,4,4:00am-4:59am,U.S. Highway,Clear,1
alabama,10329,limestone,May,Monday,Daylight,10,10:00am-10:59am,Interstate,Clear,1
alabama,10330,etowah,May,Monday,Daylight,11,11:00am-11:59am,U.S. Highway,Clear,1
alabama,10331,chambers,May,Tuesday,Daylight,9,9:00am-9:59am,U.S. Highway,Clear,1
alabama,10332,calhoun,May,Tuesday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Cloudy,1
alabama,10333,mobile,May,Wednesday,Dark - Not Lighted,4,4:00am-4:59am,County Road,Clear,1
alabama,10334,limestone,May,Wednesday,Daylight,14,2:00pm-2:59pm,Interstate,Clear,1
alabama,10335,marshall,May,Thursday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,1
alabama,10336,barbour,May,Thursday,Dusk,19,7:00pm-7:59pm,U.S. Highway,Cloudy,1
alabama,10337,lee,May,Friday,Daylight,18,6:00pm-6:59pm,County Road,Clear,1
alabama,10338,st clair,May,Saturday,Dark - Not Lighted,23,11:00pm-11:59pm,Interstate,Clear,4
alabama,10339,franklin,May,Sunday,Dawn,5,5:00am-5:59am,U.S. Highway,Cloudy,1
alabama,10340,tuscaloosa,May,Monday,Dark - Not Lighted,23,11:00pm-11:59pm,State Highway,Clear,1
alabama,10341,jefferson,June,Tuesday,Daylight,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
alabama,10342,jackson,June,Saturday,Daylight,12,12:00pm-12:59pm,State Highway,Cloudy,1
alabama,10343,st clair,June,Saturday,Dark - Not Lighted,22,10:00pm-10:59pm,State Highway,Rain,1
alabama,10344,jefferson,June,Friday,Daylight,18,6:00pm-6:59pm,State Highway,Cloudy,1
alabama,10345,madison,June,Wednesday,Dark - Lighted,21,9:00pm-9:59pm,Interstate,Cloudy,1
alabama,10346,marshall,May,Saturday,Dark - Not Lighted,19,7:00pm-7:59pm,State Highway,Clear,1
alabama,10348,jefferson,April,Tuesday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Clear,1
alabama,10349,geneva,May,Tuesday,Daylight,17,5:00pm-5:59pm,County Road,Cloudy,1
alabama,10350,jefferson,May,Saturday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Clear,1
alabama,10351,jefferson,May,Monday,Daylight,18,6:00pm-6:59pm,County Road,Clear,1
alabama,10352,conecuh,May,Saturday,Dark - Not Lighted,21,9:00pm-9:59pm,Interstate,Cloudy,1
alabama,10353,jefferson,May,Saturday,Daylight,11,11:00am-11:59am,Local Street - Municipality,Clear,1
alabama,10354,mobile,May,Tuesday,Dark - Lighted,18,6:00pm-6:59pm,Interstate,Clear,1
alabama,10355,macon,May,Saturday,Dark - Not Lighted,1,1:00am-1:59am,Interstate,Clear,1
alabama,10356,lawrence,May,Thursday,Daylight,14,2:00pm-2:59pm,County Road,Clear,1
alabama,10357,lee,May,Friday,Daylight,10,10:00am-10:59am,U.S. Highway,Cloudy,1
alabama,10358,shelby,May,Saturday,Daylight,10,10:00am-10:59am,State Highway,Clear,1
alabama,10359,pickens,May,Saturday,Daylight,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
alabama,10360,jefferson,May,Sunday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
alabama,10361,mobile,June,Saturday,Dark - Not Lighted,Unknown,Unknown Hours,State Highway,Unknown,1
alabama,10362,chambers,June,Saturday,Daylight,12,12:00pm-12:59pm,County Road,Rain,1
alabama,10363,coosa,June,Saturday,Dark - Not Lighted,22,10:00pm-10:59pm,U.S. Highway,Cloudy,1
alabama,10364,limestone,June,Sunday,Dark - Not Lighted,1,1:00am-1:59am,U.S. Highway,Cloudy,2
alabama,10365,madison,June,Monday,Daylight,16,4:00pm-4:59pm,Local Street - Municipality,Clear,1
alabama,10366,jackson,June,Monday,Daylight,9,9:00am-9:59am,U.S. Highway,Cloudy,1
alabama,10367,blount,June,Tuesday,Daylight,6,6:00am-6:59am,State Highway,Cloudy,1
alabama,10368,cleburne,June,Tuesday,Daylight,12,12:00pm-12:59pm,U.S. Highway,Clear,1
alabama,10369,covington,June,Tuesday,Daylight,7,7:00am-7:59am,U.S. Highway,Cloudy,1
alabama,10370,lawrence,June,Tuesday,Daylight,12,12:00pm-12:59pm,State Highway,Cloudy,2
alabama,10371,jefferson,June,Wednesday,Daylight,11,11:00am-11:59am,Local Street - Municipality,Clear,1
alabama,10372,mobile,June,Thursday,Daylight,13,1:00pm-1:59pm,U.S. Highway,Cloudy,1
alabama,10373,talladega,June,Thursday,Daylight,17,5:00pm-5:59pm,County Road,Cloudy,4
alabama,10374,montgomery,June,Saturday,Daylight,8,8:00am-8:59am,Interstate,Cloudy,2
alabama,10375,baldwin,June,Saturday,Daylight,16,4:00pm-4:59pm,County Road,Clear,2
alabama,10376,jefferson,June,Saturday,Dark - Not Lighted,1,1:00am-1:59am,Interstate,Cloudy,1
alabama,10377,chambers,June,Sunday,Daylight,19,7:00pm-7:59pm,Interstate,Clear,1
alabama,10378,jefferson,June,Monday,Dawn,7,7:00am-7:59am,Local Street - Municipality,Clear,2
alabama,10379,lawrence,June,Monday,Daylight,17,5:00pm-5:59pm,County Road,Clear,1
alabama,10380,marshall,June,Tuesday,Daylight,18,6:00pm-6:59pm,State Highway,Clear,1
alabama,10381,montgomery,June,Tuesday,Dawn,4,4:00am-4:59am,Local Street - Municipality,Clear,1
alabama,10382,mobile,June,Wednesday,Daylight,6,6:00am-6:59am,Local Street - Municipality,Clear,1
alabama,10383,montgomery,June,Wednesday,Daylight,12,12:00pm-12:59pm,Local Street - Municipality,Clear,1
alabama,10384,calhoun,June,Wednesday,Daylight,13,1:00pm-1:59pm,U.S. Highway,Cloudy,2
alabama,10385,dale,June,Wednesday,Dark - Lighted,21,9:00pm-9:59pm,County Road,Clear,1
alabama,10386,elmore,June,Thursday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Clear,1
alabama,10387,montgomery,June,Saturday,Dark - Lighted,1,1:00am-1:59am,Interstate,Unknown,1
alabama,10388,mobile,June,Thursday,Daylight,15,3:00pm-3:59pm,County Road,Clear,1
alabama,10389,montgomery,June,Friday,Daylight,10,10:00am-10:59am,U.S. Highway,Cloudy,2
alabama,10390,bibb,June,Friday,Daylight,13,1:00pm-1:59pm,State Highway,Clear,1
alabama,10391,madison,June,Saturday,Dark - Lighted,1,1:00am-1:59am,State Highway,Clear,1
alabama,10392,madison,June,Saturday,Dark - Not Lighted,2,2:00am-2:59am,U.S. Highway,Clear,1
alabama,10393,sumter,June,Saturday,Daylight,13,1:00pm-1:59pm,State Highway,Rain,1
alabama,10394,russell,June,Saturday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Rain,1
alabama,10395,tuscaloosa,June,Sunday,Dusk,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
alabama,10396,montgomery,June,Sunday,Daylight,19,7:00pm-7:59pm,U.S. Highway,Clear,1
alabama,10397,macon,June,Monday,Daylight,8,8:00am-8:59am,U.S. Highway,Cloudy,1
alabama,10398,talladega,June,Monday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Cloudy,1
alabama,10399,elmore,June,Monday,Dark - Lighted,0,0:00am-0:59am,State Highway,Clear,1
alabama,10400,madison,June,Tuesday,Dark - Lighted,4,4:00am-4:59am,State Highway,Rain,1
alabama,10401,madison,June,Wednesday,Daylight,10,10:00am-10:59am,Local Street - Municipality,Clear,1
alabama,10402,montgomery,June,Wednesday,Daylight,14,2:00pm-2:59pm,Local Street - Municipality,Clear,1
alabama,10403,chilton,June,Thursday,Daylight,13,1:00pm-1:59pm,County Road,Clear,1
alabama,10404,madison,June,Thursday,Dark - Lighted,21,9:00pm-9:59pm,Local Street - Municipality,Cloudy,1
alabama,10405,walker,June,Friday,Dark - Not Lighted,0,0:00am-0:59am,County Road,Clear,1
alabama,10406,dallas,June,Friday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Clear,1
alabama,10407,cullman,June,Friday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
alabama,10408,barbour,June,Sunday,Daylight,17,5:00pm-5:59pm,County Road,Clear,1
alabama,10409,montgomery,June,Sunday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Clear,1
alabama,10410,shelby,June,Monday,Dark - Not Lighted,4,4:00am-4:59am,County Road,Clear,1
alabama,10411,marengo,June,Monday,Daylight,12,12:00pm-12:59pm,State Highway,Clear,1
alabama,10412,wilcox,June,Monday,Daylight,10,10:00am-10:59am,State Highway,Cloudy,1
alabama,10413,pike,June,Monday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Cloudy,1
alabama,10414,jackson,June,Tuesday,Daylight,6,6:00am-6:59am,State Highway,Clear,1
alabama,10415,chilton,June,Tuesday,Daylight,20,8:00pm-8:59pm,State Highway,Clear,1
alabama,10416,jefferson,June,Wednesday,Daylight,12,12:00pm-12:59pm,Interstate,Cloudy,1
alabama,10417,geneva,June,Wednesday,Daylight,11,11:00am-11:59am,State Highway,Clear,1
alabama,10418,dallas,June,Wednesday,Daylight,17,5:00pm-5:59pm,County Road,Rain,1
alabama,10419,etowah,June,Wednesday,Dark - Not Lighted,21,9:00pm-9:59pm,U.S. Highway,Clear,1
alabama,10420,jefferson,July,Thursday,Dark - Lighted,4,4:00am-4:59am,Interstate,Cloudy,1
alabama,10421,mobile,July,Thursday,Daylight,10,10:00am-10:59am,U.S. Highway,Cloudy,1
alabama,10422,talladega,July,Thursday,Daylight,13,1:00pm-1:59pm,State Highway,Clear,1
alabama,10423,talladega,July,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Cloudy,1
alabama,10424,winston,July,Friday,Dark - Unknown Lighting,1,1:00am-1:59am,County Road,Unknown,1
alabama,10425,lawrence,July,Friday,Dusk,19,7:00pm-7:59pm,State Highway,Clear,1
alabama,10426,bibb,July,Friday,Daylight,16,4:00pm-4:59pm,State Highway,Rain,1
alabama,10427,tuscaloosa,July,Friday,Daylight,18,6:00pm-6:59pm,U.S. Highway,Clear,1
alabama,10428,montgomery,July,Saturday,Dark - Lighted,21,9:00pm-9:59pm,Local Street - Municipality,Clear,1
alabama,10429,dale,July,Sunday,Daylight,11,11:00am-11:59am,County Road,Clear,1
alabama,10430,pickens,July,Sunday,Dawn,5,5:00am-5:59am,State Highway,Clear,2
alabama,10431,madison,July,Monday,Dark - Not Lighted,3,3:00am-3:59am,Local Street - Municipality,Clear,1
alabama,10432,chilton,July,Monday,Daylight,10,10:00am-10:59am,Interstate,Clear,1
alabama,10433,tuscaloosa,July,Monday,Daylight,18,6:00pm-6:59pm,U.S. Highway,Clear,1
alabama,10434,talladega,July,Tuesday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Rain,1
alabama,10435,greene,July,Tuesday,Dusk,21,9:00pm-9:59pm,County Road,Rain,1
alabama,10436,chilton,July,Wednesday,Daylight,14,2:00pm-2:59pm,Interstate,Clear,1
alabama,10437,walker,July,Thursday,Daylight,15,3:00pm-3:59pm,Interstate,Clear,2
alabama,10438,baldwin,July,Friday,Daylight,10,10:00am-10:59am,State Highway,Clear,1
alabama,10439,montgomery,July,Sunday,Dark - Unknown Lighting,1,1:00am-1:59am,Local Street - Municipality,Clear,1
alabama,10440,jefferson,May,Sunday,Dark - Lighted,1,1:00am-1:59am,Local Street - Municipality,Clear,1
alabama,10441,jefferson,May,Thursday,Dark - Lighted,0,0:00am-0:59am,Local Street - Municipality,Clear,1
alabama,10442,dallas,June,Monday,Dark - Not Lighted,23,11:00pm-11:59pm,County Road,Clear,1
alabama,10443,butler,June,Saturday,Daylight,14,2:00pm-2:59pm,Interstate,Rain,8
alabama,10444,clarke,June,Sunday,Dark - Not Lighted,23,11:00pm-11:59pm,U.S. Highway,Clear,1
alabama,10445,jefferson,July,Friday,Daylight,17,5:00pm-5:59pm,Local Street - Municipality,Clear,1
alabama,10446,marengo,July,Saturday,Dark - Not Lighted,2,2:00am-2:59am,U.S. Highway,Clear,1
alabama,10447,mobile,July,Sunday,Daylight,19,7:00pm-7:59pm,Interstate,Cloudy,1
alabama,10448,clarke,July,Monday,Daylight,12,12:00pm-12:59pm,County Road,Cloudy,2
alabama,10449,montgomery,July,Tuesday,Daylight,18,6:00pm-6:59pm,State Highway,Rain,1
alabama,10450,sumter,July,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Clear,1
alabama,10451,jefferson,July,Friday,Dark - Not Lighted,19,7:00pm-7:59pm,Local Street - Municipality,Rain,1
alabama,10452,fayette,July,Saturday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
alabama,10453,shelby,July,Saturday,Dark - Not Lighted,22,10:00pm-10:59pm,Interstate,Rain,1
alabama,10454,jefferson,July,Sunday,Dark - Lighted,4,4:00am-4:59am,State Highway,Cloudy,1
alabama,10455,bullock,July,Sunday,Dark - Not Lighted,3,3:00am-3:59am,U.S. Highway,Clear,1
alabama,10456,tallapoosa,July,Sunday,Daylight,14,2:00pm-2:59pm,County Road,Cloudy,1
alabama,10457,limestone,July,Tuesday,Daylight,17,5:00pm-5:59pm,State Highway,Clear,1
alabama,10458,montgomery,July,Tuesday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Clear,1
alabama,10459,jefferson,July,Wednesday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
alabama,10460,calhoun,July,Wednesday,Daylight,16,4:00pm-4:59pm,County Road,Cloudy,1
alabama,10461,baldwin,July,Wednesday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Clear,1
alabama,10462,geneva,July,Thursday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Cloudy,1
alabama,10463,jefferson,July,Thursday,Dark - Not Lighted,3,3:00am-3:59am,Interstate,Cloudy,1
alabama,10464,elmore,July,Thursday,Daylight,8,8:00am-8:59am,State Highway,Clear,2
alabama,10465,dallas,July,Thursday,Dark - Not Lighted,0,0:00am-0:59am,U.S. Highway,Cloudy,1
alabama,10466,pike,July,Thursday,Daylight,7,7:00am-7:59am,County Road,Clear,1
alabama,10467,tallapoosa,July,Friday,Daylight,6,6:00am-6:59am,County Road,Clear,1
alabama,10468,limestone,July,Friday,Daylight,14,2:00pm-2:59pm,County Road,Clear,1
alabama,10469,morgan,July,Saturday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Rain,1
alabama,10470,butler,July,Saturday,Daylight,6,6:00am-6:59am,Interstate,Cloudy,1
alabama,10471,chambers,July,Sunday,Dark - Not Lighted,0,0:00am-0:59am,County Road,Cloudy,1
alabama,10472,houston,July,Sunday,Dark - Not Lighted,3,3:00am-3:59am,County Road,Cloudy,1
alabama,10473,talladega,July,Sunday,Dark - Not Lighted,3,3:00am-3:59am,County Road,Cloudy,1
alabama,10474,lee,July,Monday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Clear,1
alabama,10475,dallas,August,Saturday,Dark - Not Lighted,3,3:00am-3:59am,County Road,Clear,1
alabama,10476,jackson,July,Monday,Daylight,6,6:00am-6:59am,State Highway,Clear,1
alabama,10477,jefferson,July,Tuesday,Dark - Unknown Lighting,1,1:00am-1:59am,Local Street - Municipality,Rain,1
alabama,10478,lee,July,Tuesday,Dark - Not Lighted,0,0:00am-0:59am,State Highway,Clear,1
alabama,10479,cleburne,July,Tuesday,Dusk,19,7:00pm-7:59pm,Interstate,Rain,2
alabama,10480,jefferson,July,Tuesday,Daylight,7,7:00am-7:59am,State Highway,Cloudy,1
alabama,10481,madison,July,Wednesday,Daylight,9,9:00am-9:59am,Local Street - Municipality,Rain,1
alabama,10482,pike,July,Thursday,Daylight,13,1:00pm-1:59pm,County Road,Clear,1
alabama,10483,winston,July,Thursday,Daylight,18,6:00pm-6:59pm,State Highway,Cloudy,1
alabama,10484,talladega,July,Friday,Dawn,6,6:00am-6:59am,County Road,Haze,1
alabama,10485,hale,July,Friday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
alabama,10486,tallapoosa,July,Friday,Dark - Not Lighted,23,11:00pm-11:59pm,County Road,Clear,1
alabama,10487,escambia,July,Saturday,Dark - Not Lighted,0,0:00am-0:59am,State Highway,Clear,1
alabama,10488,marengo,July,Saturday,Dark - Not Lighted,2,2:00am-2:59am,County Road,Clear,1
alabama,10489,mobile,July,Saturday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Clear,2
alabama,10490,montgomery,July,Sunday,Dark - Not Lighted,1,1:00am-1:59am,U.S. Highway,Clear,1
alabama,10491,limestone,July,Sunday,Dark - Not Lighted,2,2:00am-2:59am,U.S. Highway,Cloudy,1
alabama,10492,lee,July,Sunday,Daylight,14,2:00pm-2:59pm,County Road,Clear,1
alabama,10493,mobile,July,Monday,Dark - Lighted,3,3:00am-3:59am,Local Street - Frontage Road,Clear,1
alabama,10494,chambers,July,Monday,Daylight,7,7:00am-7:59am,U.S. Highway,Clear,1
alabama,10495,greene,July,Monday,Daylight,10,10:00am-10:59am,Interstate,Clear,2
alabama,10496,lauderdale,July,Monday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Cloudy,1
alabama,10497,etowah,July,Monday,Daylight,16,4:00pm-4:59pm,U.S. Highway,Clear,1
alabama,10498,jefferson,July,Monday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
alabama,10499,baldwin,July,Tuesday,Daylight,15,3:00pm-3:59pm,Interstate,Clear,1
alabama,10500,st clair,July,Wednesday,Daylight,8,8:00am-8:59am,County Road,Clear,1
alabama,10501,marion,July,Wednesday,Daylight,10,10:00am-10:59am,State Highway,Clear,1
alabama,10502,st clair,July,Thursday,Dark - Not Lighted,2,2:00am-2:59am,Interstate,Clear,1
alabama,10503,crenshaw,July,Thursday,Daylight,16,4:00pm-4:59pm,County Road,Cloudy,1
alabama,10504,perry,July,Friday,Dark - Not Lighted,20,8:00pm-8:59pm,County Road,Cloudy,1
alabama,10505,jefferson,July,Friday,Daylight,12,12:00pm-12:59pm,Interstate,Clear,1
alabama,10506,dekalb,July,Saturday,Daylight,19,7:00pm-7:59pm,Local Street - Municipality,Clear,1
alabama,10507,jefferson,August,Sunday,Dark - Lighted,3,3:00am-3:59am,County Road,Clear,1
