STATENAME,ST_CASE,COUNTYNAME,MONTHNAME,DAY_WEEKNAME,LGT_CONDNAME,HOUR,HOURNAME,ROUTENAME,WEATHERNAME,FATALS
nevada,320089,clark,March,Saturday,Dark - Lighted,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
nevada,320090,clark,March,Sunday,Dark - Lighted,4,4:00am-4:59am,Local Street - Municipality,Clear,1
nevada,320091,clark,March,Tuesday,Dark - Lighted,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
nevada,320092,clark,March,Tuesday,Daylight,10,10:00am-10:59am,U.S. Highway,Clear,1
nevada,320093,clark,March,Monday,Daylight,10,10:00am-10:59am,Local Street - Municipality,Clear,1
nevada,320094,clark,March,Saturday,Dark - Lighted,1,1:00am-1:59am,Interstate,Cloudy,1
nevada,320095,nye,March,Sunday,Daylight,7,7:00am-7:59am,U.S. Highway,Cloudy,1
nevada,320096,nye,March,Saturday,Daylight,15,3:00pm-3:59pm,U.S. Highway,Clear,3
nevada,320097,storey,June,Saturday,Daylight,11,11:00am-11:59am,State Highway,Clear,1
nevada,320098,churchill,June,Monday,Daylight,16,4:00pm-4:59pm,U.S. Highway,Clear,1
nevada,320099,lyon,June,Saturday,Daylight,17,5:00pm-5:59pm,State Highway,Clear,1
nevada,320100,washoe,June,Saturday,Daylight,7,7:00am-7:59am,U.S. Highway,Clear,1
nevada,320101,washoe,June,Saturday,Daylight,19,7:00pm-7:59pm,Interstate,Clear,1
nevada,320102,clark,June,Sunday,Dark - Lighted,3,3:00am-3:59am,Unknown,Clear,1
nevada,320104,clark,June,Wednesday,Dusk,19,7:00pm-7:59pm,Interstate,Clear,1
nevada,320105,clark,June,Tuesday,Daylight,14,2:00pm-2:59pm,Interstate,Clear,1
nevada,320106,indcity-carson city,July,Friday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Cloudy,1
nevada,320107,clark,June,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,Interstate,Cloudy,1
nevada,320109,douglas,June,Saturday,Daylight,18,6:00pm-6:59pm,State Highway,Clear,1
nevada,320110,washoe,July,Thursday,Daylight,6,6:00am-6:59am,Interstate,Cloudy,1
nevada,320111,clark,April,Friday,Daylight,9,9:00am-9:59am,Local Street - Municipality,Clear,1
nevada,320112,clark,March,Sunday,Dark - Lighted,2,2:00am-2:59am,Local Street - Municipality,Clear,1
nevada,320113,clark,March,Sunday,Dusk,17,5:00pm-5:59pm,Local Street - Municipality,Clear,1
nevada,320114,clark,April,Saturday,Dark - Lighted,23,11:00pm-11:59pm,State Highway,Clear,1
nevada,320115,clark,April,Thursday,Daylight,8,8:00am-8:59am,State Highway,Clear,1
nevada,320117,clark,April,Monday,Daylight,13,1:00pm-1:59pm,Local Street - Municipality,Clear,1
nevada,320118,clark,April,Friday,Daylight,15,3:00pm-3:59pm,Local Street - Municipality,Clear,1
nevada,320119,clark,May,Thursday,Dark - Lighted,23,11:00pm-11:59pm,Local Street - Municipality,Clear,1
nevada,320120,clark,May,Sunday,Dawn,6,6:00am-6:59am,Interstate,Clear,1
nevada,320121,washoe,March,Sunday,Daylight,16,4:00pm-4:59pm,Local Street - Township,Clear,1
nevada,320122,washoe,July,Friday,Daylight,11,11:00am-11:59am,Unknown,Clear,1
nevada,320123,clark,April,Saturday,Daylight,7,7:00am-7:59am,Local Street - Municipality,Clear,1
nevada,320124,clark,April,Friday,Dawn,5,5:00am-5:59am,Unknown,Clear,2
nevada,320125,clark,May,Tuesday,Daylight,9,9:00am-9:59am,Local Street - Municipality,Clear,1
nevada,320127,clark,May,Wednesday,Daylight,15,3:00pm-3:59pm,Local Street - Municipality,Clear,2
nevada,320128,clark,May,Thursday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
nevada,320129,clark,May,Friday,Daylight,18,6:00pm-6:59pm,Local Street - Municipality,Clear,1
nevada,320130,clark,May,Sunday,Daylight,14,2:00pm-2:59pm,Local Street - Municipality,Clear,1
nevada,320131,clark,May,Tuesday,Dark - Lighted,20,8:00pm-8:59pm,Local Street - Municipality,Clear,1
nevada,320132,humboldt,April,Wednesday,Daylight,10,10:00am-10:59am,U.S. Highway,Cloudy,1
nevada,320133,washoe,April,Wednesday,Dark - Lighted,19,7:00pm-7:59pm,Local Street - Township,Clear,1
nevada,320134,washoe,May,Tuesday,Daylight,6,6:00am-6:59am,State Highway,Clear,1
nevada,320135,washoe,April,Tuesday,Daylight,11,11:00am-11:59am,Local Street - Township,Cloudy,1
nevada,320136,clark,July,Friday,Daylight,16,4:00pm-4:59pm,U.S. Highway,Clear,1
nevada,320137,clark,April,Tuesday,Dark - Not Lighted,23,11:00pm-11:59pm,Unknown,Clear,1
nevada,320138,nye,April,Sunday,Daylight,9,9:00am-9:59am,U.S. Highway,Clear,1
nevada,320139,white pine,April,Friday,Daylight,19,7:00pm-7:59pm,U.S. Highway,Clear,1
nevada,320140,eureka,April,Wednesday,Daylight,17,5:00pm-5:59pm,State Highway,Cloudy,1
nevada,320141,clark,April,Wednesday,Daylight,8,8:00am-8:59am,Local Street - Municipality,Clear,1
nevada,320142,clark,July,Tuesday,Dark - Lighted,23,11:00pm-11:59pm,Unknown,Clear,1
nevada,320144,lyon,July,Tuesday,Dark - Lighted,5,5:00am-5:59am,State Highway,Clear,1
nevada,320145,washoe,April,Saturday,Dark - Not Lighted,20,8:00pm-8:59pm,U.S. Highway,Clear,1
nevada,320146,douglas,April,Tuesday,Daylight,15,3:00pm-3:59pm,State Highway,Clear,1
nevada,320147,washoe,May,Monday,Dark - Not Lighted,4,4:00am-4:59am,State Highway,Clear,1
nevada,320148,clark,July,Sunday,Daylight,6,6:00am-6:59am,Unknown,Clear,1
nevada,320149,indcity-carson city,July,Wednesday,Dark - Not Lighted,23,11:00pm-11:59pm,Unknown,Crosswinds,1
nevada,320150,white pine,July,Saturday,Daylight,9,9:00am-9:59am,U.S. Highway,Clear,1
nevada,320151,churchill,July,Monday,Dark - Not Lighted,23,11:00pm-11:59pm,Interstate,Clear,1
nevada,320152,clark,August,Sunday,Daylight,13,1:00pm-1:59pm,Unknown,Clear,1
nevada,320153,clark,August,Monday,Dark - Not Lighted,19,7:00pm-7:59pm,Interstate,Clear,2
nevada,320154,clark,June,Saturday,Dark - Lighted,1,1:00am-1:59am,U.S. Highway,Clear,1
nevada,320155,clark,July,Thursday,Dark - Not Lighted,2,2:00am-2:59am,Interstate,Cloudy,1
nevada,320156,lincoln,August,Tuesday,Daylight,16,4:00pm-4:59pm,U.S. Highway,Cloudy,1
nevada,320157,mineral,August,Friday,Daylight,12,12:00pm-12:59pm,U.S. Highway,Haze,2
nevada,320158,washoe,August,Friday,Daylight,17,5:00pm-5:59pm,State Highway,Crosswinds,1
nevada,320160,clark,April,Wednesday,Daylight,9,9:00am-9:59am,Local Street - Municipality,Clear,1
nevada,320161,clark,April,Thursday,Daylight,17,5:00pm-5:59pm,Local Street - Municipality,Clear,1
nevada,320162,clark,May,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,Local Street - Municipality,Clear,1
nevada,320163,nye,May,Wednesday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,1
nevada,320164,clark,August,Friday,Daylight,8,8:00am-8:59am,Unknown,Clear,1
nevada,320165,clark,August,Wednesday,Dark - Not Lighted,2,2:00am-2:59am,State Highway,Clear,1
nevada,320166,clark,August,Saturday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
nevada,320167,clark,August,Monday,Dark - Lighted,4,4:00am-4:59am,Unknown,Clear,1
nevada,320168,clark,August,Monday,Dawn,6,6:00am-6:59am,Interstate,Clear,2
nevada,320169,lyon,August,Wednesday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Crosswinds,2
nevada,320170,clark,September,Friday,Daylight,18,6:00pm-6:59pm,Unknown,Clear,1
nevada,320171,lyon,September,Monday,Dark - Lighted,5,5:00am-5:59am,U.S. Highway,Clear,1
nevada,320172,clark,June,Wednesday,Daylight,9,9:00am-9:59am,Unknown,Clear,1
nevada,320174,clark,June,Thursday,Daylight,6,6:00am-6:59am,Interstate,Cloudy,1
nevada,320175,washoe,June,Tuesday,Dark - Lighted,21,9:00pm-9:59pm,Interstate,Cloudy,1
nevada,320176,washoe,June,Thursday,Dark - Lighted,1,1:00am-1:59am,Interstate,Clear,1
nevada,320177,clark,August,Friday,Dark - Lighted,21,9:00pm-9:59pm,Interstate,Clear,1
nevada,320178,nye,May,Friday,Daylight,12,12:00pm-12:59pm,State Highway,Cloudy,2
nevada,320179,churchill,September,Saturday,Dark - Not Lighted,20,8:00pm-8:59pm,Interstate,Clear,1
nevada,320180,lyon,September,Wednesday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Clear,1
nevada,320181,clark,September,Thursday,Daylight,10,10:00am-10:59am,Unknown,Clear,1
nevada,320182,clark,September,Friday,Dark - Lighted,19,7:00pm-7:59pm,Unknown,Clear,1
nevada,320183,clark,September,Friday,Dark - Lighted,19,7:00pm-7:59pm,Unknown,Clear,1
nevada,320184,washoe,July,Wednesday,Dark - Lighted,3,3:00am-3:59am,Interstate,Clear,1
nevada,320185,esmeralda,May,Sunday,Dawn,5,5:00am-5:59am,U.S. Highway,Clear,1
nevada,320186,clark,May,Monday,Dark - Lighted,1,1:00am-1:59am,Local Street - Municipality,Clear,1
nevada,320187,clark,May,Wednesday,Dark - Lighted,23,11:00pm-11:59pm,Local Street - Township,Clear,1
nevada,320188,esmeralda,May,Monday,Dark - Not Lighted,20,8:00pm-8:59pm,U.S. Highway,Clear,1
nevada,320189,white pine,May,Sunday,Daylight,16,4:00pm-4:59pm,U.S. Highway,Cloudy,1
nevada,320190,pershing,June,Sunday,Daylight,11,11:00am-11:59am,Interstate,Cloudy,1
nevada,320191,nye,June,Tuesday,Daylight,10,10:00am-10:59am,State Highway,Clear,1
nevada,320192,clark,June,Saturday,Dawn,6,6:00am-6:59am,Local Street - Municipality,Cloudy,1
nevada,320193,elko,June,Saturday,Daylight,14,2:00pm-2:59pm,State Highway,Cloudy,1
nevada,320194,washoe,July,Saturday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
nevada,320195,clark,January,Friday,Dark - Lighted,18,6:00pm-6:59pm,Unknown,Clear,1
nevada,320196,lyon,January,Friday,Dark - Not Lighted,22,10:00pm-10:59pm,Unknown,Clear,2
nevada,320197,churchill,April,Sunday,Daylight,8,8:00am-8:59am,U.S. Highway,Cloudy,1
nevada,320199,churchill,January,Saturday,Dark - Not Lighted,23,11:00pm-11:59pm,U.S. Highway,Clear,1
nevada,320200,mineral,June,Monday,Dark - Not Lighted,1,1:00am-1:59am,U.S. Highway,Clear,1
nevada,320201,washoe,April,Wednesday,Daylight,13,1:00pm-1:59pm,State Highway,Clear,1
nevada,320202,clark,September,Thursday,Daylight,13,1:00pm-1:59pm,Unknown,Clear,1
nevada,320203,clark,September,Friday,Dark - Lighted,3,3:00am-3:59am,Unknown,Clear,1
nevada,320204,clark,September,Saturday,Dark - Lighted,22,10:00pm-10:59pm,Unknown,Clear,1
nevada,320205,clark,September,Thursday,Daylight,7,7:00am-7:59am,Unknown,Clear,1
nevada,320206,clark,September,Wednesday,Dusk,18,6:00pm-6:59pm,Unknown,Clear,1
nevada,320207,clark,September,Monday,Dark - Lighted,3,3:00am-3:59am,Unknown,Clear,1
nevada,320208,clark,July,Tuesday,Dark - Lighted,0,0:00am-0:59am,Unknown,Clear,1
nevada,320209,clark,August,Wednesday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
nevada,320210,clark,August,Friday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
nevada,320211,clark,August,Saturday,Daylight,10,10:00am-10:59am,Unknown,Clear,1
nevada,320212,clark,August,Sunday,Daylight,15,3:00pm-3:59pm,Unknown,Clear,1
nevada,320213,clark,August,Thursday,Daylight,10,10:00am-10:59am,Unknown,Clear,1
nevada,320214,clark,August,Tuesday,Dark - Lighted,4,4:00am-4:59am,Unknown,Clear,1
nevada,320215,lyon,August,Saturday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Clear,1
nevada,320216,nye,July,Sunday,Dark - Lighted,20,8:00pm-8:59pm,Unknown,Clear,1
nevada,320217,washoe,August,Sunday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
nevada,320218,washoe,August,Thursday,Daylight,9,9:00am-9:59am,Unknown,Clear,1
nevada,320219,clark,October,Sunday,Dark - Lighted,20,8:00pm-8:59pm,Unknown,Clear,1
nevada,320220,clark,October,Monday,Dark - Lighted,19,7:00pm-7:59pm,Unknown,Clear,1
nevada,320221,lincoln,September,Thursday,Unknown,7,7:00am-7:59am,State Highway,Unknown,1
nevada,320222,clark,July,Thursday,Daylight,13,1:00pm-1:59pm,Unknown,Cloudy,1
nevada,320223,clark,October,Monday,Daylight,10,10:00am-10:59am,Interstate,Clear,1
nevada,320224,clark,August,Tuesday,Dark - Lighted,22,10:00pm-10:59pm,Unknown,Clear,1
nevada,320225,clark,October,Tuesday,Dark - Lighted,20,8:00pm-8:59pm,State Highway,Clear,1
nevada,320227,nye,July,Tuesday,Daylight,11,11:00am-11:59am,Unknown,Clear,1
nevada,320228,nye,June,Thursday,Unknown,9,9:00am-9:59am,Unknown,Clear,1
nevada,320229,clark,June,Sunday,Daylight,6,6:00am-6:59am,Unknown,Clear,1
nevada,320230,esmeralda,June,Thursday,Daylight,8,8:00am-8:59am,U.S. Highway,Clear,1
nevada,320231,clark,June,Saturday,Daylight,13,1:00pm-1:59pm,Unknown,Clear,1
nevada,320232,clark,June,Wednesday,Dawn,5,5:00am-5:59am,Unknown,Cloudy,1
nevada,320233,clark,June,Tuesday,Daylight,16,4:00pm-4:59pm,Unknown,Clear,1
nevada,320234,clark,June,Saturday,Dark - Not Lighted,21,9:00pm-9:59pm,State Highway,Clear,1
nevada,320235,washoe,June,Monday,Daylight,6,6:00am-6:59am,Interstate,Clear,1
nevada,320236,washoe,June,Saturday,Dark - Lighted,2,2:00am-2:59am,Unknown,Clear,1
nevada,320237,clark,July,Saturday,Dark - Lighted,20,8:00pm-8:59pm,Unknown,Clear,1
nevada,320238,elko,July,Sunday,Daylight,14,2:00pm-2:59pm,State Highway,Clear,1
nevada,320239,indcity-carson city,October,Wednesday,Dark - Not Lighted,19,7:00pm-7:59pm,U.S. Highway,Clear,1
nevada,320240,clark,October,Saturday,Dark - Lighted,19,7:00pm-7:59pm,Unknown,Clear,1
nevada,320241,lincoln,October,Sunday,Dark - Not Lighted,20,8:00pm-8:59pm,State Highway,Cloudy,1
nevada,320242,clark,October,Tuesday,Dark - Lighted,1,1:00am-1:59am,Unknown,Clear,1
nevada,320243,storey,October,Friday,Daylight,17,5:00pm-5:59pm,State Highway,Cloudy,1
nevada,320244,lyon,October,Friday,Dark - Not Lighted,18,6:00pm-6:59pm,State Highway,Clear,1
nevada,320245,clark,October,Tuesday,Dark - Lighted,18,6:00pm-6:59pm,Unknown,Clear,1
nevada,320246,lyon,October,Thursday,Dusk,18,6:00pm-6:59pm,Unknown,Clear,1
nevada,320247,clark,October,Friday,Dark - Lighted,18,6:00pm-6:59pm,Unknown,Clear,1
nevada,320248,indcity-carson city,October,Thursday,Dark - Lighted,18,6:00pm-6:59pm,Interstate,Clear,1
nevada,320249,elko,August,Tuesday,Daylight,16,4:00pm-4:59pm,Unknown,Clear,1
nevada,320250,elko,July,Thursday,Daylight,15,3:00pm-3:59pm,Interstate,Cloudy,1
nevada,320251,humboldt,July,Saturday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Clear,1
nevada,320252,clark,September,Saturday,Dark - Lighted,1,1:00am-1:59am,Unknown,Clear,1
nevada,320253,clark,October,Tuesday,Dark - Not Lighted,0,0:00am-0:59am,Interstate,Cloudy,1
nevada,320254,clark,October,Friday,Daylight,7,7:00am-7:59am,U.S. Highway,Cloudy,1
nevada,320255,clark,July,Monday,Daylight,18,6:00pm-6:59pm,State Highway,Clear,1
nevada,320256,elko,October,Sunday,Daylight,17,5:00pm-5:59pm,Unknown,Cloudy,1
nevada,320257,clark,July,Friday,Daylight,20,8:00pm-8:59pm,Unknown,Clear,1
nevada,320258,clark,July,Wednesday,Daylight,9,9:00am-9:59am,Unknown,Cloudy,1
nevada,320259,clark,August,Tuesday,Daylight,11,11:00am-11:59am,Unknown,Clear,1
nevada,320260,clark,September,Saturday,Daylight,15,3:00pm-3:59pm,Unknown,Clear,1
nevada,320261,clark,September,Saturday,Dusk,18,6:00pm-6:59pm,Unknown,Clear,1
nevada,320262,clark,September,Saturday,Dark - Lighted,20,8:00pm-8:59pm,Unknown,Clear,1
nevada,320263,clark,September,Monday,Daylight,7,7:00am-7:59am,Unknown,Clear,1
nevada,320264,clark,September,Saturday,Daylight,8,8:00am-8:59am,Unknown,Clear,2
nevada,320265,clark,September,Saturday,Daylight,12,12:00pm-12:59pm,Unknown,Clear,1
nevada,320266,clark,September,Monday,Dark - Lighted,2,2:00am-2:59am,Unknown,Clear,1
nevada,320267,clark,October,Saturday,Dark - Lighted,23,11:00pm-11:59pm,Unknown,Clear,1
nevada,320268,clark,October,Saturday,Daylight,9,9:00am-9:59am,Unknown,Clear,1
nevada,320269,clark,October,Tuesday,Dark - Lighted,3,3:00am-3:59am,Unknown,Clear,1
nevada,320270,clark,October,Monday,Daylight,14,2:00pm-2:59pm,Unknown,Clear,1
nevada,320271,clark,October,Sunday,Dark - Lighted,20,8:00pm-8:59pm,Unknown,Clear,1
nevada,320272,elko,July,Friday,Dark - Not Lighted,4,4:00am-4:59am,Interstate,Clear,1
nevada,320273,clark,August,Sunday,Dark - Lighted,2,2:00am-2:59am,Interstate,Clear,1
nevada,320274,lyon,September,Wednesday,Dark - Not Lighted,4,4:00am-4:59am,State Highway,Clear,1
nevada,320275,clark,September,Thursday,Dark - Not Lighted,21,9:00pm-9:59pm,Interstate,Clear,1
nevada,320276,clark,September,Saturday,Dark - Not Lighted,19,7:00pm-7:59pm,U.S. Highway,Clear,1
nevada,320277,clark,September,Monday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
nevada,320278,clark,September,Friday,Dark - Lighted,23,11:00pm-11:59pm,U.S. Highway,Clear,1
nevada,320279,clark,October,Tuesday,Dawn,6,6:00am-6:59am,Interstate,Clear,1
nevada,320280,washoe,October,Saturday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
nevada,320281,clark,July,Monday,Daylight,15,3:00pm-3:59pm,Unknown,Clear,1
nevada,320282,esmeralda,September,Thursday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Clear,1
nevada,320283,washoe,July,Saturday,Daylight,16,4:00pm-4:59pm,Unknown,Clear,1
nevada,320284,clark,November,Monday,Dark - Lighted,21,9:00pm-9:59pm,Interstate,Cloudy,1
nevada,320285,clark,November,Saturday,Daylight,15,3:00pm-3:59pm,Unknown,Clear,1
nevada,320287,clark,November,Thursday,Dusk,16,4:00pm-4:59pm,Unknown,Clear,1
nevada,320288,indcity-carson city,November,Tuesday,Daylight,12,12:00pm-12:59pm,U.S. Highway,Cloudy,2
nevada,320289,washoe,November,Tuesday,Daylight,14,2:00pm-2:59pm,State Highway,Cloudy,1
nevada,320290,clark,November,Sunday,Dark - Lighted,1,1:00am-1:59am,State Highway,Clear,1
nevada,320291,clark,November,Thursday,Dark - Lighted,23,11:00pm-11:59pm,Unknown,Clear,1
nevada,320292,clark,November,Friday,Daylight,6,6:00am-6:59am,County Road,Clear,1
nevada,320293,clark,November,Tuesday,Dark - Lighted,0,0:00am-0:59am,U.S. Highway,Cloudy,1
nevada,320294,clark,November,Friday,Dark - Lighted,23,11:00pm-11:59pm,Unknown,Clear,1
nevada,320295,washoe,September,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,Unknown,Clear,1
nevada,320296,nye,November,Sunday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,1
nevada,320297,washoe,August,Thursday,Dark - Not Lighted,20,8:00pm-8:59pm,Local Street - Township,Clear,1
nevada,320298,clark,October,Tuesday,Dark - Lighted,20,8:00pm-8:59pm,Unknown,Clear,1
nevada,320299,washoe,October,Friday,Dark - Lighted,1,1:00am-1:59am,Unknown,Cloudy,1
nevada,320300,clark,November,Tuesday,Dark - Lighted,3,3:00am-3:59am,State Highway,Clear,1
nevada,320301,clark,September,Friday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
nevada,320302,nye,September,Thursday,Dark - Not Lighted,23,11:00pm-11:59pm,Unknown,Clear,1
nevada,320303,clark,November,Saturday,Daylight,14,2:00pm-2:59pm,Unknown,Clear,1
nevada,320304,clark,December,Friday,Daylight,11,11:00am-11:59am,Unknown,Clear,1
nevada,320306,nye,November,Sunday,Daylight,11,11:00am-11:59am,U.S. Highway,Clear,3
nevada,320307,clark,December,Sunday,Daylight,15,3:00pm-3:59pm,Unknown,Clear,1
nevada,320308,clark,December,Sunday,Dark - Lighted,5,5:00am-5:59am,Unknown,Clear,1
nevada,320309,clark,December,Saturday,Daylight,12,12:00pm-12:59pm,State Highway,Clear,1
nevada,320310,washoe,August,Friday,Dark - Lighted,2,2:00am-2:59am,Interstate,Haze,1
nevada,320311,esmeralda,August,Monday,Daylight,9,9:00am-9:59am,State Highway,Clear,1
nevada,320312,eureka,December,Saturday,Daylight,8,8:00am-8:59am,State Highway,Clear,1
nevada,320313,clark,August,Monday,Dark - Lighted,21,9:00pm-9:59pm,Unknown,Clear,1
nevada,320314,nye,December,Friday,Dark - Not Lighted,17,5:00pm-5:59pm,State Highway,Clear,1
nevada,320315,clark,August,Thursday,Daylight,11,11:00am-11:59am,Unknown,Clear,1
nevada,320316,elko,August,Friday,Dark - Lighted,2,2:00am-2:59am,Unknown,Clear,1
nevada,320317,clark,December,Saturday,Dark - Lighted,19,7:00pm-7:59pm,Unknown,Clear,1
nevada,320318,clark,December,Thursday,Daylight,14,2:00pm-2:59pm,U.S. Highway,Clear,1
nevada,320319,clark,December,Sunday,Dark - Lighted,17,5:00pm-5:59pm,Interstate,Clear,1
nevada,320320,clark,November,Monday,Dark - Lighted,1,1:00am-1:59am,Unknown,Clear,1
nevada,320321,clark,December,Thursday,Daylight,12,12:00pm-12:59pm,Unknown,Clear,1
nevada,320322,clark,December,Friday,Daylight,9,9:00am-9:59am,Unknown,Clear,1
nevada,320323,clark,December,Monday,Daylight,6,6:00am-6:59am,Unknown,Clear,1
nevada,320324,clark,December,Tuesday,Dark - Lighted,1,1:00am-1:59am,Unknown,Clear,2
nevada,320325,clark,December,Wednesday,Dark - Lighted,19,7:00pm-7:59pm,State Highway,Cloudy,1
nevada,320326,clark,December,Saturday,Daylight,13,1:00pm-1:59pm,Unknown,Cloudy,1
nevada,320327,clark,December,Thursday,Dawn,6,6:00am-6:59am,Unknown,Clear,1
nevada,320328,clark,August,Friday,Daylight,8,8:00am-8:59am,Unknown,Clear,1
nevada,320329,humboldt,August,Friday,Daylight,17,5:00pm-5:59pm,State Highway,Cloudy,1
nevada,320330,clark,November,Friday,Dark - Lighted,20,8:00pm-8:59pm,Interstate,Clear,1
nevada,320331,washoe,November,Tuesday,Daylight,14,2:00pm-2:59pm,Unknown,Clear,1
nevada,320332,clark,November,Sunday,Dark - Lighted,19,7:00pm-7:59pm,U.S. Highway,Clear,1
nevada,320333,washoe,September,Friday,Daylight,9,9:00am-9:59am,U.S. Highway,Cloudy,1
nevada,320334,clark,October,Friday,Daylight,11,11:00am-11:59am,Unknown,Clear,1
nevada,320335,clark,October,Tuesday,Dark - Lighted,22,10:00pm-10:59pm,Unknown,Clear,1
nevada,320336,clark,November,Thursday,Daylight,14,2:00pm-2:59pm,Unknown,Clear,1
nevada,320337,clark,November,Thursday,Daylight,15,3:00pm-3:59pm,Unknown,Clear,1
nevada,320338,clark,November,Saturday,Daylight,14,2:00pm-2:59pm,Unknown,Clear,1
nevada,320339,clark,November,Tuesday,Dark - Lighted,18,6:00pm-6:59pm,State Highway,Clear,1
nevada,320340,clark,November,Wednesday,Dark - Lighted,22,10:00pm-10:59pm,State Highway,Clear,1
nevada,320341,clark,November,Saturday,Dark - Lighted,0,0:00am-0:59am,Unknown,Clear,1
nevada,320342,clark,November,Wednesday,Daylight,14,2:00pm-2:59pm,Unknown,Clear,1
nevada,320343,clark,November,Sunday,Dark - Lighted,17,5:00pm-5:59pm,Unknown,Clear,1
nevada,320344,clark,September,Sunday,Daylight,16,4:00pm-4:59pm,State Highway,Clear,1
nevada,320345,elko,September,Monday,Daylight,7,7:00am-7:59am,U.S. Highway,Clear,1
nevada,320347,washoe,November,Thursday,Daylight,7,7:00am-7:59am,Unknown,Cloudy,1
nevada,320348,washoe,November,Friday,Daylight,7,7:00am-7:59am,Unknown,Clear,1
nevada,320349,clark,September,Saturday,Dark - Lighted,2,2:00am-2:59am,Interstate,Clear,1
nevada,320351,elko,November,Friday,Daylight,10,10:00am-10:59am,U.S. Highway,Cloudy,1
nevada,320352,clark,September,Sunday,Daylight,12,12:00pm-12:59pm,Interstate,Clear,1
nevada,320353,clark,September,Tuesday,Daylight,15,3:00pm-3:59pm,Unknown,Clear,1
nevada,320354,humboldt,October,Monday,Dark - Not Lighted,5,5:00am-5:59am,State Highway,Rain,1
nevada,320355,elko,October,Monday,Dark - Not Lighted,4,4:00am-4:59am,Interstate,Rain,1
nevada,320356,clark,October,Saturday,Dark - Lighted,1,1:00am-1:59am,Unknown,Clear,1
nevada,320357,clark,October,Wednesday,Daylight,12,12:00pm-12:59pm,Unknown,Clear,1
nevada,320358,clark,October,Thursday,Dark - Lighted,17,5:00pm-5:59pm,Unknown,Clear,1
nevada,320359,clark,November,Monday,Daylight,10,10:00am-10:59am,Unknown,Clear,1
nevada,320360,clark,December,Monday,Daylight,12,12:00pm-12:59pm,Unknown,Clear,1
nevada,320361,clark,December,Tuesday,Dark - Not Lighted,3,3:00am-3:59am,County Road,Clear,1
nevada,320362,clark,December,Friday,Dark - Lighted,1,1:00am-1:59am,Unknown,Clear,1
nevada,320363,clark,December,Tuesday,Daylight,15,3:00pm-3:59pm,State Highway,Clear,1
nevada,320365,clark,December,Saturday,Dark - Lighted,17,5:00pm-5:59pm,Unknown,Clear,1
nevada,320366,humboldt,November,Tuesday,Dark - Not Lighted,23,11:00pm-11:59pm,Interstate,Cloudy,1
nevada,320367,lyon,December,Friday,Dark - Lighted,18,6:00pm-6:59pm,U.S. Highway,Clear,1
nevada,320368,mineral,December,Wednesday,Dark - Not Lighted,2,2:00am-2:59am,State Highway,Cloudy,1
nevada,320369,clark,November,Sunday,Dark - Lighted,1,1:00am-1:59am,Interstate,Clear,1
nevada,320370,clark,December,Thursday,Daylight,15,3:00pm-3:59pm,Unknown,Clear,1
nevada,320371,clark,December,Friday,Daylight,9,9:00am-9:59am,Unknown,Cloudy,1
nevada,320372,elko,December,Wednesday,Dark - Not Lighted,17,5:00pm-5:59pm,Interstate,Cloudy,1
nevada,320373,washoe,December,Saturday,Dark - Lighted,23,11:00pm-11:59pm,Unknown,Clear,1
nevada,320374,douglas,November,Tuesday,Dusk,16,4:00pm-4:59pm,Unknown,Cloudy,1
nevada,320375,lander,August,Saturday,Daylight,17,5:00pm-5:59pm,U.S. Highway,Crosswinds,1
nevada,320376,nye,September,Thursday,Daylight,17,5:00pm-5:59pm,State Highway,Cloudy,1
new hampshire,330001,hillsborough,January,Sunday,Dark - Not Lighted,0,0:00am-0:59am,Local Street - Municipality,Clear,1
new hampshire,330002,hillsborough,January,Monday,Dark - Not Lighted,1,1:00am-1:59am,Interstate,Clear,1
new hampshire,330003,carroll,January,Sunday,Dark - Not Lighted,20,8:00pm-8:59pm,Local Street - Township,Clear,1
new hampshire,330004,rockingham,January,Friday,Dark - Not Lighted,6,6:00am-6:59am,Unknown,Cloudy,1
